,isbn,title,author,avg_rating,count_rating,count_reviews,date_published,top_genre,genre1,genre2,genre3
0,9780440337973,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.19,721465.0,60356.0,2008-07-29,"Historical Fiction, Fiction, Romance, Historical, World War II, Book Club, War",Historical Fiction,Fiction,Romance
1,9780385541206,The Whistler,John Grisham,3.95,120472.0,7710.0,2016-10-25,"Fiction, Mystery, Thriller, Audiobook, Crime, Legal Thriller, Suspense",Fiction,Mystery,Thriller
2,9781101984772,Ring of Fire,Brad Taylor,4.28,4371.0,230.0,2017-01-10,"Thriller, Fiction, Action, Military Fiction, Spy Thriller, Espionage, Mystery Thriller",Thriller,Fiction,Action
3,9780345544964,Small Great Things,Jodi Picoult,4.35,342790.0,30250.0,2016-10-11,"Fiction, Contemporary, Audiobook, Adult, Adult Fiction, Book Club, Race",Fiction,Contemporary,Audiobook
4,9781476738031,A Man Called Ove,Fredrik Backman,4.38,917052.0,98756.0,2012-08-27,"Fiction, Contemporary, Audiobook, Humor, Adult, Book Club, Adult Fiction",Fiction,Contemporary,Audiobook
5,9780425285350,The Mistress,Danielle Steel,3.89,11239.0,680.0,2017-01-03,"Romance, Fiction, Chick Lit, Adult, Contemporary Romance, Adult Fiction, Audiobook",Romance,Fiction,Chick Lit
6,9780698193000,The Guests on South Battery,Karen   White,4.13,10032.0,949.0,2017-01-10,"Mystery, Fiction, Paranormal, Ghosts, Romance, Southern, Chick Lit",Mystery,Fiction,Paranormal
7,9781455586493,No Man's Land,David Baldacci,4.2,44963.0,2474.0,2016-11-15,"Fiction, Thriller, Mystery, Crime, Audiobook, Suspense, Mystery Thriller",Fiction,Thriller,Mystery
8,9780399574184,Below the Belt,Stuart Woods,4.01,6351.0,435.0,2017-01-03,"Mystery, Fiction, Thriller, Crime, Suspense, Audiobook, Mystery Thriller",Mystery,Fiction,Thriller
9,9780316407168,Cross the Line,James Patterson,4.08,24059.0,1354.0,2016-11-16,"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Suspense, Audiobook",Mystery,Fiction,Thriller
10,9781250105615,The Dry,Jane Harper,4.06,219993.0,18379.0,2016-05-31,"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Australia, Audiobook",Mystery,Fiction,Thriller
11,9781429960274,A Dog's Purpose,W. Bruce Cameron,4.35,127947.0,14287.0,2010-07-01,"Fiction, Animals, Dogs, Contemporary, Fantasy, Adult, Audiobook",Fiction,Animals,Dogs
12,9780385538923,The Sleepwalker,Chris Bohjalian,3.68,20091.0,2656.0,2017-01-10,"Fiction, Mystery, Thriller, Suspense, Audiobook, Mystery Thriller, Adult",Fiction,Mystery,Thriller
13,9780345459503,Distant Shores,Kristin Hannah,3.76,41550.0,2399.0,2002-01-01,"Fiction, Chick Lit, Romance, Contemporary, Drama, Womens Fiction, Adult",Fiction,Chick Lit,Romance
14,9781627795951,The North Water,Ian McGuire,3.99,30122.0,3619.0,2016-02-11,"Historical Fiction, Fiction, Thriller, Historical, Adventure, Mystery, Crime",Historical Fiction,Fiction,Thriller
15,9780698156357,Silver Bay,Jojo Moyes,3.77,28487.0,2034.0,2007-01-10,"Fiction, Romance, Chick Lit, Contemporary, Audiobook, Australia, Adult",Fiction,Romance,Chick Lit
16,9780997263640,Commander in Chief,Katy Evans,3.86,11900.0,1340.0,2017-01-05,"Romance, Contemporary Romance, Contemporary, Politics, New Adult, Adult, Audiobook",Romance,Contemporary Romance,Contemporary
17,9780547345666,The Handmaid's Tale,Margaret Atwood,4.13,1899669.0,89493.0,1985-01-01,"Fiction, Classics, Dystopia, Science Fiction, Feminism, Fantasy, Adult",Fiction,Classics,Dystopia
18,9780061752728,State of Fear,Michael Crichton,3.7,85167.0,3597.0,2004-12-07,"Fiction, Thriller, Science Fiction, Mystery, Suspense, Mystery Thriller, Adventure",Fiction,Thriller,Science Fiction
19,9781942833291,Separation Games,C.D. Reiss,4.17,5214.0,695.0,2017-01-03,"BDSM, Romance, Erotica, Contemporary Romance, Contemporary, Adult, Erotic Romance",BDSM,Romance,Erotica
20,9781466851900,The Final Day,William R. Forstchen,4.12,10117.0,779.0,2017-01-03,"Fiction, Science Fiction, Post Apocalyptic, Dystopia, Audiobook, Apocalyptic, Survival",Fiction,Science Fiction,Post Apocalyptic
21,9780316225953,The Wrong Side of Goodbye,Michael Connelly,4.34,68672.0,4596.0,2016-11-01,"Mystery, Fiction, Crime, Thriller, Detective, Mystery Thriller, Audiobook",Mystery,Fiction,Crime
22,9781250069818,Truly Madly Guilty,Liane Moriarty,3.59,283543.0,22031.0,2016-07-26,"Fiction, Contemporary, Mystery, Chick Lit, Audiobook, Australia, Thriller",Fiction,Contemporary,Mystery
23,9781420140668,Crash and Burn,Fern Michaels,4.38,3835.0,229.0,2016-08-30,"Mystery, Fiction, Romance, Suspense, Womens Fiction, Chick Lit, Audiobook",Mystery,Fiction,Romance
24,9781101904237,Dark Matter,Blake Crouch,4.13,409615.0,48550.0,2016-07-26,"Science Fiction, Fiction, Thriller, Mystery, Audiobook, Mystery Thriller, Adult",Science Fiction,Fiction,Thriller
25,9781466850606,The Nightingale,Kristin Hannah,4.61,1127928.0,91079.0,2015-10-08,"Historical Fiction, Fiction, Historical, World War II, War, Audiobook, Adult",Historical Fiction,Fiction,Historical
26,9781466885806,All the Ugly and Wonderful Things,Bryn Greenwood,4.01,148494.0,19442.0,2016-08-09,"Fiction, Contemporary, Romance, Adult, Audiobook, Literary Fiction, Adult Fiction",Fiction,Contemporary,Romance
27,9780062416216,The Alchemist,Paulo Coelho,3.9,2810587.0,109821.0,1988-01-01,"Fiction, Classics, Fantasy, Philosophy, Novels, Spirituality, Self Help",Fiction,Classics,Fantasy
28,9781101947142,Homegoing,Yaa Gyasi,4.47,302241.0,32918.0,2016-06-07,"Historical Fiction, Fiction, Africa, Historical, Literary Fiction, Audiobook, Race",Historical Fiction,Fiction,Africa
29,9780062414236,The Nest,Cynthia D'Aprix Sweeney,3.41,172027.0,15393.0,2016-03-22,"Fiction, Contemporary, Audiobook, Adult Fiction, Adult, Literary Fiction, Family",Fiction,Contemporary,Audiobook
30,9781488022661,Everything for Her,Alexa Riley,3.88,11768.0,1371.0,2016-12-27,"Romance, Contemporary, Contemporary Romance, Erotica, New Adult, Erotic Romance, Adult",Romance,Contemporary,Contemporary Romance
31,9781943772711,One Fell Sweep,Ilona Andrews,4.46,29114.0,2167.0,2016-12-20,"Fantasy, Urban Fantasy, Romance, Paranormal, Science Fiction, Vampires, Magic",Fantasy,Urban Fantasy,Romance
32,9780698410664,Tom Clancy: True Faith and Allegiance,Mark Greaney,4.35,9702.0,505.0,2016-12-06,"Fiction, Thriller, Adventure, Action, Espionage, Spy Thriller, Military Fiction",Fiction,Thriller,Adventure
33,9780804178815,Night School,Lee Child,4.0,66147.0,4295.0,2016-11-07,"Thriller, Fiction, Mystery, Crime, Action, Suspense, Mystery Thriller",Thriller,Fiction,Mystery
34,9781455569946,The Trouble with Dukes,Grace Burrowes,3.65,4588.0,540.0,2016-12-20,"Romance, Historical Romance, Historical, Historical Fiction, Regency, Fiction, Regency Romance",Romance,Historical Romance,Historical
35,9780385537049,The Underground Railroad,Colson Whitehead,4.05,379679.0,30552.0,2016-08-02,"Historical Fiction, Fiction, Historical, Audiobook, Race, Literary Fiction, African American",Historical Fiction,Fiction,Historical
36,9780345543028,Turbo Twenty-Three,Janet Evanovich,3.87,50099.0,4295.0,2016-11-15,"Mystery, Fiction, Humor, Audiobook, Romance, Chick Lit, Crime",Mystery,Fiction,Humor
37,9781628727234,The Hamilton Affair,Elizabeth Cobbs,3.86,12833.0,1264.0,2016-08-02,"Historical Fiction, Fiction, Romance, Historical, Adult, American History, Adult Fiction",Historical Fiction,Fiction,Romance
38,9780062381705,The Seventh Plague,James Rollins,4.06,12982.0,976.0,2016-12-13,"Thriller, Fiction, Adventure, Mystery, Action, Science Fiction, Mystery Thriller",Thriller,Fiction,Adventure
39,9781946136039,Light After Dark,Marie Force,4.5,2732.0,228.0,2016-12-13,"Romance, Contemporary Romance, Contemporary, Fiction, Family, Adult, Chick Lit",Romance,Contemporary Romance,Contemporary
40,9781101968116,Max,Sawyer Bennett,4.09,8774.0,883.0,2016-12-13,"Sports, Romance, Sports Romance, Hockey, Contemporary Romance, Contemporary, New Adult",Sports,Romance,Sports Romance
41,9781942847045,Naughty Boss,Whitney G.,3.66,21725.0,2614.0,2016-12-15,"Romance, Contemporary, Novella, Contemporary Romance, Erotica, Adult, Humor",Romance,Contemporary,Novella
42,9780451488701,Dark Crime,Christine Feehan,4.36,3691.0,205.0,2015-08-04,"Paranormal, Romance, Paranormal Romance, Vampires, Fantasy, Dark, Urban Fantasy",Paranormal,Romance,Paranormal Romance
43,9780698190757,Island of Glass,Nora Roberts,4.27,21932.0,1456.0,2016-12-06,"Romance, Fantasy, Paranormal, Fiction, Paranormal Romance, Magic, Contemporary",Romance,Fantasy,Paranormal
44,9780997120172,Moonshadow,Thea Harrison,4.09,6115.0,689.0,2016-12-13,"Paranormal Romance, Fantasy, Paranormal, Romance, Urban Fantasy, Magic, Fae",Paranormal Romance,Fantasy,Paranormal
45,9780698193284,Blood Vow,J.R. Ward,4.4,21663.0,1805.0,2016-12-06,"Paranormal, Paranormal Romance, Romance, Vampires, Fantasy, Urban Fantasy, Adult",Paranormal,Paranormal Romance,Romance
46,9780316217637,Babylon's Ashes,James S.A. Corey,4.24,72810.0,3936.0,2016-12-06,"Science Fiction, Fiction, Space Opera, Audiobook, Space, Science Fiction Fantasy, Fantasy",Science Fiction,Fiction,Space Opera
47,9780997263619,Womanizer,Katy Evans,4.07,13195.0,1183.0,2016-12-05,"Romance, Contemporary Romance, Contemporary, New Adult, Adult, Erotica, Audiobook",Romance,Contemporary Romance,Contemporary
48,9781101884867,Someone Like You,Lauren Layne,4.05,10093.0,948.0,2016-12-06,"Romance, Contemporary Romance, Contemporary, Adult, Chick Lit, New Adult, Fiction",Romance,Contemporary Romance,Contemporary
49,9781101632093,Mrs. Hemingway,Naomi Wood,3.83,9215.0,939.0,2014-05-27,"Historical Fiction, Fiction, Historical, Romance, Adult, Audiobook, Adult Fiction",Historical Fiction,Fiction,Historical
50,9780316319997,The Christmas Mystery,James Patterson,3.52,4673.0,444.0,2016-12-01,"Mystery, Christmas, Fiction, Holiday, Mystery Thriller, Audiobook, Crime",Mystery,Christmas,Fiction
51,9781455520701,Two By Two,Nicholas Sparks,3.94,85244.0,6976.0,2016-10-04,"Romance, Fiction, Chick Lit, Audiobook, Contemporary, Adult, Adult Fiction",Romance,Fiction,Chick Lit
52,9781250121011,Behind Closed Doors,B.A. Paris,3.98,500916.0,40308.0,2016-08-09,"Thriller, Fiction, Mystery, Mystery Thriller, Suspense, Audiobook, Psychological Thriller",Thriller,Fiction,Mystery
53,9780062101204,Orphan Train,Christina Baker Kline,4.19,427650.0,31600.0,2013-04-02,"Historical Fiction, Fiction, Historical, Book Club, Adult, Adult Fiction, Young Adult",Historical Fiction,Fiction,Historical
54,9781459295360,Unfinished Business,Nora Roberts,3.83,17306.0,736.0,1992-06-15,"Romance, Contemporary Romance, Fiction, Contemporary, Chick Lit, Adult, Adult Fiction",Romance,Contemporary Romance,Fiction
55,9780062250827,The Flame Bearer,Bernard Cornwell,4.43,19688.0,1084.0,2016-10-06,"Historical Fiction, Fiction, Historical, Medieval, Adventure, Fantasy, War",Historical Fiction,Fiction,Historical
56,9780553897845,,,,,,,,,,
57,9781939996466,Family Jewels,Denise Grover Swank,4.31,3981.0,299.0,2016-11-29,"Mystery, Romance, Fiction, Contemporary, Cozy Mystery, Paranormal, Mystery Thriller",Mystery,Romance,Fiction
58,9780698193673,When All the Girls Have Gone,Jayne Ann Krentz,3.88,9382.0,933.0,2016-11-29,"Romance, Mystery, Romantic Suspense, Suspense, Contemporary, Fiction, Thriller",Romance,Mystery,Romantic Suspense
59,9780316387859,The Chemist,Stephenie Meyer,3.75,86910.0,10189.0,2016-11-08,"Fiction, Thriller, Mystery, Romance, Audiobook, Suspense, Adult",Fiction,Thriller,Mystery
60,9781250022127,A Great Reckoning,Louise Penny,4.43,64453.0,6288.0,2016-08-30,"Mystery, Fiction, Audiobook, Mystery Thriller, Canada, Crime, Adult",Mystery,Fiction,Audiobook
61,9781681196336,Out of Bounds,Lauren Blakely,3.78,4278.0,470.0,2016-11-22,"Romance, Sports, Sports Romance, Contemporary Romance, Contemporary, Novella, Football",Romance,Sports,Sports Romance
62,9780062320247,The Black Widow,Daniel Silva,4.33,32832.0,2395.0,2016-07-12,"Fiction, Thriller, Mystery, Espionage, Mystery Thriller, Suspense, Spy Thriller",Fiction,Thriller,Mystery
63,9780698185395,The Girl on the Train,Paula Hawkins,3.95,2744118.0,122251.0,2015-01-06,"Fiction, Mystery, Thriller, Mystery Thriller, Crime, Suspense, Contemporary",Fiction,Mystery,Thriller
64,9780062436726,Chaos,Patricia Cornwell,3.63,18656.0,1783.0,2016-10-20,"Mystery, Fiction, Crime, Thriller, Mystery Thriller, Suspense, Audiobook",Mystery,Fiction,Crime
65,9780399575525,Odessa Sea,Clive Cussler,4.01,7312.0,480.0,2016-11-15,"Adventure, Fiction, Thriller, Action, Mystery, Suspense, Historical Fiction",Adventure,Fiction,Thriller
66,9781501108600,The Sleeping Beauty Killer,Mary Higgins Clark,3.98,13307.0,1133.0,2016-11-15,"Mystery, Fiction, Audiobook, Thriller, Suspense, Mystery Thriller, Crime",Mystery,Fiction,Audiobook
67,9781942832034,Sweet Cheeks,K. Bromberg,4.13,11491.0,1391.0,2016-11-14,"Romance, Contemporary Romance, Contemporary, New Adult, Adult, Audiobook, Chick Lit",Romance,Contemporary Romance,Contemporary
68,9780997552942,Mischief and the Masters,Cherise Sinclair,4.3,4080.0,316.0,2016-11-15,"BDSM, Romance, Menage, Erotica, Erotic Romance, Contemporary, Contemporary Romance",BDSM,Romance,Menage
69,9781466867512,This Was a Man,Jeffrey Archer,4.32,28546.0,2155.0,2016-11-03,"Fiction, Historical Fiction, Audiobook, Historical, Mystery, Drama, British Literature",Fiction,Historical Fiction,Audiobook
70,9780698406216,Leopard's Fury,Christine Feehan,4.34,4448.0,364.0,2016-11-08,"Paranormal, Paranormal Romance, Romance, Shapeshifters, Fantasy, Contemporary, Urban Fantasy",Paranormal,Paranormal Romance,Romance
71,9780062463562,One Snowy Night,Jill Shalvis,3.62,5970.0,715.0,2016-11-08,"Romance, Christmas, Contemporary Romance, Contemporary, Novella, Holiday, Fiction",Romance,Christmas,Contemporary Romance
72,9781429952118,At the Sign of Triumph,David Weber,4.2,3543.0,246.0,2016-11-08,"Science Fiction, Fiction, Military Fiction, Fantasy, Science Fiction Fantasy, Space Opera, Post Apocalyptic",Science Fiction,Fiction,Military Fiction
73,9780692527771,,,,,,,,,,
74,9780998244419,Trust,Jana Aston,4.16,16555.0,1560.0,2016-11-08,"Romance, Contemporary Romance, Contemporary, Humor, New Adult, Adult, Chick Lit",Romance,Contemporary Romance,Contemporary
75,9780698411340,Someone to Love,Mary Balogh,3.78,11523.0,1352.0,2016-11-08,"Romance, Historical Romance, Historical, Historical Fiction, Regency, Fiction, Regency Romance",Romance,Historical Romance,Historical
76,9781942834205,Say You Want Me,Corinne Michaels,4.33,14175.0,1468.0,2016-10-29,"Romance, Contemporary Romance, Contemporary, Westerns, Audiobook, Adult, New Adult",Romance,Contemporary Romance,Contemporary
77,9781101883860,The Award,Danielle Steel,4.17,6447.0,509.0,2016-11-01,"Historical Fiction, Fiction, Romance, Historical, World War II, Adult, Audiobook",Historical Fiction,Fiction,Romance
78,9780451488015,Archangel's Heart,Nalini Singh,4.41,15933.0,1254.0,2016-11-01,"Urban Fantasy, Romance, Paranormal, Fantasy, Angels, Paranormal Romance, Vampires",Urban Fantasy,Romance,Paranormal
79,9780698152670,Escape Clause,John Sandford,4.24,22559.0,1590.0,2016-10-18,"Mystery, Fiction, Thriller, Crime, Audiobook, Mystery Thriller, Suspense",Mystery,Fiction,Thriller
80,9781476783505,Order to Kill,Kyle Mills,4.34,19489.0,938.0,2016-10-11,"Fiction, Thriller, Action, Espionage, Suspense, Spy Thriller, Mystery",Fiction,Thriller,Action
81,9780997263633,Mr. President,Katy Evans,4.05,16118.0,1944.0,2016-10-31,"Romance, Contemporary Romance, Contemporary, New Adult, Politics, Adult, Erotica",Romance,Contemporary Romance,Contemporary
82,9781625795465,Shadow of Victory,David Weber,3.73,2732.0,265.0,2016-11-01,"Science Fiction, Space Opera, Military Fiction, Fiction, Military Science Fiction, Audiobook, Science Fiction Fantasy",Science Fiction,Space Opera,Military Fiction
83,9781250105103,The Lost Girls,Allison Brennan,4.22,2695.0,189.0,2016-11-01,"Mystery, Suspense, Thriller, Romantic Suspense, Mystery Thriller, Fiction, Crime",Mystery,Suspense,Thriller
84,9780399573965,"Sex, Lies, and Serious Money",Stuart Woods,3.65,5914.0,400.0,2016-10-25,"Mystery, Fiction, Crime, Thriller, Suspense, Mystery Thriller, Audiobook",Mystery,Fiction,Crime
85,9780316251310,The Blood Mirror,Brent Weeks,4.33,44540.0,2108.0,2015-11-16,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Magic, Science Fiction Fantasy",Fantasy,Fiction,Epic Fantasy
86,9781937608538,Submission is Not Enough,Lexi Blake,4.51,3031.0,264.0,2016-10-25,"BDSM, Romance, Erotica, Romantic Suspense, Contemporary, Suspense, Erotic Romance",BDSM,Romance,Erotica
87,9780374712242,The Sellout,Paul Beatty,3.75,66306.0,7137.0,2015-03-03,"Fiction, Humor, Contemporary, Race, Literary Fiction, Novels, African American",Fiction,Humor,Contemporary
88,9780062425478,Family Tree,Susan Wiggs,4.01,13203.0,1250.0,2016-07-28,"Romance, Fiction, Chick Lit, Contemporary, Womens Fiction, Contemporary Romance, Audiobook",Romance,Fiction,Chick Lit
89,9781466887336,Night Watch,Iris Johansen,4.07,3964.0,363.0,2016-10-25,"Mystery, Fiction, Thriller, Suspense, Mystery Thriller, Crime, Romantic Suspense",Mystery,Fiction,Thriller
90,9781942833284,Marriage Games,C.D. Reiss,4.03,7646.0,1094.0,2016-10-22,"BDSM, Romance, Erotica, Contemporary Romance, Contemporary, Adult, Erotic Romance",BDSM,Romance,Erotica
91,9781943781249,Luke,Barbara Freethy,4.11,1298.0,136.0,2016-10-25,"Romance, Contemporary Romance, Contemporary, Family",Romance,Contemporary Romance,Contemporary
92,9781455536900,The Obsidian Chamber,Douglas Preston,3.98,16961.0,1482.0,2016-10-18,"Thriller, Mystery, Fiction, Suspense, Mystery Thriller, Audiobook, Crime",Thriller,Mystery,Fiction
93,9780997426229,Royally Screwed,Emma Chase,4.0,43332.0,4557.0,2016-10-16,"Romance, Contemporary, Contemporary Romance, New Adult, Adult, Audiobook, Chick Lit",Romance,Contemporary,Contemporary Romance
94,9780698411449,Home,Harlan Coben,4.19,52818.0,4207.0,2016-08-01,"Mystery, Fiction, Thriller, Crime, Suspense, Mystery Thriller, Audiobook",Mystery,Fiction,Thriller
95,9780812997842,The Truth According to Us,Annie Barrows,3.75,18435.0,2945.0,2015-06-09,"Historical Fiction, Fiction, Historical, Adult, Adult Fiction, Audiobook, Family",Historical Fiction,Fiction,Historical
96,9780062491817,Commonwealth,Ann Patchett,3.82,170032.0,15499.0,2016-09-01,"Fiction, Literary Fiction, Audiobook, Historical Fiction, Contemporary, Family, Adult Fiction",Fiction,Literary Fiction,Audiobook
97,9781455581238,Sting,Sandra       Brown,3.97,26445.0,1915.0,2016-08-16,"Romance, Romantic Suspense, Mystery, Suspense, Thriller, Fiction, Audiobook",Romance,Romantic Suspense,Mystery
98,9780735221093,The Trespasser,Tana French,3.98,82059.0,7607.0,2016-10-04,"Mystery, Fiction, Crime, Mystery Thriller, Thriller, Ireland, Audiobook",Mystery,Fiction,Crime
99,9781455568130,Missing,James Patterson,3.82,8754.0,561.0,2015-08-03,"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Suspense, Audiobook",Mystery,Fiction,Thriller
100,9781101987759,Crimson Death,Laurell K. Hamilton,3.89,11914.0,1371.0,2016-10-11,"Urban Fantasy, Paranormal, Vampires, Fantasy, Romance, Paranormal Romance, Fiction",Urban Fantasy,Paranormal,Vampires
101,9781942288091,Going Down Fast,Carly Phillips,4.01,3252.0,328.0,2016-10-11,"Romance, Contemporary Romance, Contemporary, Erotica, Fiction, Amazon, Adult",Romance,Contemporary Romance,Contemporary
102,9781101968147,Sugar Free,Sawyer Bennett,4.0,6265.0,808.0,2016-10-11,"Romance, Contemporary Romance, Contemporary, Suspense, New Adult, Erotica, Abuse",Romance,Contemporary Romance,Contemporary
103,9781101871362,Precious and Grace,Alexander McCall Smith,4.09,11708.0,1490.0,2016-09-01,"Mystery, Fiction, Africa, Cozy Mystery, Audiobook, Botswana, Humor",Mystery,Fiction,Africa
104,9781682307168,The Player,Claire Contreras,3.99,11292.0,1325.0,2016-10-08,"Sports, Romance, Sports Romance, Contemporary, Contemporary Romance, New Adult, Audiobook",Sports,Romance,Sports Romance
105,9780553391749,Twelve Days of Christmas,Debbie Macomber,3.89,14751.0,2167.0,2016-10-04,"Christmas, Romance, Fiction, Holiday, Audiobook, Chick Lit, Contemporary",Christmas,Romance,Fiction
106,9781501128004,Beautiful,Christina Lauren,4.12,19097.0,1596.0,2016-10-04,"Romance, Contemporary Romance, Contemporary, New Adult, Adult, Audiobook, Erotica",Romance,Contemporary Romance,Contemporary
107,9780316261159,Winter Storms,Elin Hilderbrand,3.92,45003.0,2420.0,2016-10-04,"Christmas, Fiction, Romance, Holiday, Chick Lit, Audiobook, Contemporary",Christmas,Fiction,Romance
108,9780316403443,Today Will Be Different,Maria Semple,3.17,67166.0,8194.0,2016-10-04,"Fiction, Audiobook, Humor, Contemporary, Adult Fiction, Chick Lit, Adult",Fiction,Audiobook,Humor
109,9780698164598,Broken Trust,W.E.B. Griffin,4.06,1741.0,99.0,2016-10-04,"Mystery, Fiction, Thriller, Police, Crime, Historical Fiction, Suspense",Mystery,Fiction,Thriller
110,9781101991770,Down Shift,K. Bromberg,4.45,6080.0,769.0,2016-10-04,"Romance, Sports, Contemporary Romance, Sports Romance, Contemporary, Erotica, New Adult",Romance,Sports,Contemporary Romance
111,9781466867505,Cometh the Hour,Jeffrey Archer,4.2,31859.0,1625.0,2016-02-16,"Fiction, Historical Fiction, Audiobook, Historical, Mystery, Drama, British Literature",Fiction,Historical Fiction,Audiobook
112,9781455566082,Four Letter Word,J.  Daniels,3.89,11976.0,1464.0,2016-10-04,"Romance, Contemporary Romance, Contemporary, New Adult, Adult, Erotica, Audiobook",Romance,Contemporary Romance,Contemporary
113,9780994054432,The Goal,Elle Kennedy,3.95,172285.0,13299.0,2016-09-26,"Romance, Sports Romance, New Adult, Sports, Contemporary, College, Contemporary Romance",Romance,Sports Romance,New Adult
114,9780316317542,Woman of God,James Patterson,3.84,14367.0,1732.0,2016-09-26,"Fiction, Mystery, Audiobook, Thriller, Adult Fiction, Religion, Suspense",Fiction,Mystery,Audiobook
115,9781250010728,The Silent Sister,Diane Chamberlain,3.97,78092.0,7127.0,2014-10-07,"Fiction, Mystery, Audiobook, Thriller, Mystery Thriller, Suspense, Contemporary",Fiction,Mystery,Audiobook
116,9781459294943,Snowfall on Haven Point,RaeAnne Thayne,4.14,3660.0,363.0,2016-09-27,"Romance, Christmas, Contemporary Romance, Holiday, Fiction, Contemporary, Adult",Romance,Christmas,Contemporary Romance
117,9781942295839,Sex Machine,Marie Force,4.04,3440.0,428.0,2016-09-26,"Romance, Contemporary Romance, Contemporary, Erotica, Adult, Erotic Romance, Fiction",Romance,Contemporary Romance,Contemporary
118,9781460395950,The Life She Wants,Robyn Carr,3.97,8794.0,737.0,2016-09-27,"Romance, Fiction, Chick Lit, Contemporary, Contemporary Romance, Womens Fiction, Audiobook",Romance,Fiction,Chick Lit
119,9780062349057,Do You Want to Start a Scandal,Tessa Dare,4.07,20537.0,2459.0,2016-09-27,"Historical Romance, Romance, Historical, Historical Fiction, Regency, Adult, Fiction",Historical Romance,Romance,Historical
120,9781460395929,Darkest Journey,Heather Graham,3.99,2610.0,243.0,2016-09-27,"Paranormal, Romance, Mystery, Paranormal Romance, Fiction, Romantic Suspense, Suspense",Paranormal,Romance,Mystery
121,9781617732294,Christmas Caramel Murder,Joanne Fluke,3.54,9360.0,925.0,2016-09-27,"Mystery, Cozy Mystery, Christmas, Fiction, Holiday, Audiobook, Mystery Thriller",Mystery,Cozy Mystery,Christmas
122,9780062448057,The Trouble with Mistletoe,Jill Shalvis,3.91,7997.0,1108.0,2016-09-27,"Romance, Contemporary Romance, Christmas, Contemporary, Holiday, Fiction, Chick Lit",Romance,Contemporary Romance,Christmas
123,9780698136786,Magic Binds,Ilona Andrews,4.54,34207.0,2610.0,2016-09-20,"Urban Fantasy, Fantasy, Paranormal, Romance, Magic, Vampires, Shapeshifters",Urban Fantasy,Fantasy,Paranormal
124,9780062430236,The Kept Woman,Karin Slaughter,4.12,58689.0,3818.0,2016-06-14,"Mystery, Thriller, Fiction, Crime, Mystery Thriller, Audiobook, Suspense",Mystery,Thriller,Fiction
125,9780062316073,Immortal Nights,Lynsay Sands,4.17,6688.0,519.0,2016-09-20,"Romance, Paranormal, Paranormal Romance, Vampires, Fantasy, Fiction, Adult",Romance,Paranormal,Paranormal Romance
126,9781101202951,The Bonesetter's Daughter,Amy Tan,3.99,126926.0,3918.0,2001-02-19,"Fiction, Historical Fiction, China, Asia, Historical, Contemporary, Asian Literature",Fiction,Historical Fiction,China
127,9781942215493,,,,,,,,,,
128,9781451681765,The Light Between Oceans,M.L. Stedman,4.04,445629.0,37187.0,2012-03-20,"Fiction, Historical Fiction, Australia, Historical, Book Club, Romance, Adult",Fiction,Historical Fiction,Australia
129,9781101987988,Apprentice in Death,J.D. Robb,4.44,23830.0,1745.0,2016-09-06,"Mystery, Romance, Crime, Fiction, Futuristic, Suspense, Romantic Suspense",Mystery,Romance,Crime
130,9781459247314,,,,,,,,,,
131,9781942835035,Chandler,Laurelin Paige,3.99,5611.0,509.0,2016-09-20,"Romance, Contemporary Romance, Contemporary, Erotica, Erotic Romance, Adult, New Adult",Romance,Contemporary Romance,Contemporary
132,9780345539984,Thrice the Brinded Cat Hath Mew'd,Alan Bradley,3.99,21298.0,2736.0,2016-09-20,"Mystery, Fiction, Historical Fiction, Audiobook, Historical, Young Adult, Crime",Mystery,Fiction,Historical Fiction
133,9781501132940,The Woman in Cabin 10,Ruth Ware,3.74,548674.0,38155.0,2016-06-30,"Mystery, Thriller, Fiction, Mystery Thriller, Suspense, Audiobook, Adult",Mystery,Thriller,Fiction
134,9780399183997,Pirate,Clive Cussler,4.02,7018.0,474.0,2016-09-13,"Adventure, Fiction, Thriller, Mystery, Action, Audiobook, Suspense",Adventure,Fiction,Thriller
135,9780698157521,An Obvious Fact,Craig Johnson,4.25,11316.0,943.0,2016-09-13,"Mystery, Fiction, Westerns, Audiobook, Crime, Thriller, Mystery Thriller",Mystery,Fiction,Westerns
136,9780698166608,Robert B. Parker's Debt to Pay,Reed Farrel Coleman,4.1,4979.0,436.0,2016-09-13,"Mystery, Fiction, Crime, Thriller, Mystery Thriller, Detective, Suspense",Mystery,Fiction,Crime
137,9780385349758,Razor Girl,Carl Hiaasen,3.84,21718.0,2535.0,2016-09-06,"Fiction, Humor, Mystery, Audiobook, Crime, Comedy, Adult Fiction",Fiction,Humor,Mystery
138,9780385542081,Nutshell,Ian McEwan,3.68,50624.0,6218.0,2016-09-01,"Fiction, Contemporary, Mystery, Literary Fiction, Audiobook, Thriller, Novels",Fiction,Contemporary,Mystery
